,국가별수출입 실적,국가명,수출건수,수출금액
5998,2020.02,콩고민주공화국,                  30,"               2,429"
5999,2020.03,콩고민주공화국,                  50,"               3,722"
6000,2020.04,콩고민주공화국,                  45,"               6,386"
6001,2020.05,콩고민주공화국,                  34,"               5,063"
6002,2020.06,콩고민주공화국,                  34,"               6,377"
6003,2020.07,콩고민주공화국,                  39,"               1,174"
6004,2020.08,콩고민주공화국,                  50,"               1,871"
6005,2020.09,콩고민주공화국,                  64,"               3,377"
6006,2020.10,콩고민주공화국,                  47,"               2,831"
6007,2020.11,콩고민주공화국,                  38,"               3,872"
6008,2020.12,콩고민주공화국,                  58,"               6,775"
6009,2021.01,콩고민주공화국,                  42,"               1,950"
6010,2021.02,콩고민주공화국,                  47,"               3,528"
6011,2021.03,콩고민주공화국,                  61,"               4,895"
6012,2021.04,콩고민주공화국,                  58,"               3,583"
6013,2021.05,콩고민주공화국,                  51,"              18,118"
6014,2021.06,콩고민주공화국,                  39,"               3,751"
6015,2021.07,콩고민주공화국,                  34,"               1,029"
6016,2021.08,콩고민주공화국,                  39,"               6,355"
6017,2021.09,콩고민주공화국,                  40,"               4,738"
6018,2021.10,콩고민주공화국,                  49,"               4,199"
6019,2021.11,콩고민주공화국,                  62,"              10,513"
6020,2021.12,콩고민주공화국,                  49,"               5,998"
6021,2022.01,콩고민주공화국,                  35,"               7,198"
6022,2022.02,콩고민주공화국,                  44,"               3,792"
6023,2022.03,콩고민주공화국,                  49,"               3,123"
6024,2022.04,콩고민주공화국,                  51,"               6,429"
6025,2022.05,콩고민주공화국,                  56,"               5,408"
6026,2022.06,콩고민주공화국,                  48,"               5,496"
6027,2022.07,콩고민주공화국,                  75,"               5,237"
6028,2020.01,쿠바,                  22,"               3,625"
6029,2020.02,쿠바,                  31,                 446
6030,2020.03,쿠바,                  25,                 813
6031,2020.04,쿠바,                  17,                 898
6032,2020.05,쿠바,                   4,                 337
6033,2020.06,쿠바,                  22,"               1,929"
6034,2020.07,쿠바,                  22,"               3,713"
6035,2020.08,쿠바,                  12,                 233
6036,2020.09,쿠바,                  23,"               7,007"
6037,2020.10,쿠바,                  21,"               1,139"
6038,2020.11,쿠바,                  15,                 467
6039,2020.12,쿠바,                  10,                 503
6040,2021.01,쿠바,                  25,                 369
6041,2021.02,쿠바,                  13,                 735
6042,2021.03,쿠바,                  25,                 346
6043,2021.04,쿠바,                   8,                  67
6044,2021.05,쿠바,                  15,                 285
6045,2021.06,쿠바,                  17,                 527
6046,2021.07,쿠바,                  22,                 680
6047,2021.08,쿠바,                  30,"               5,007"
6048,2021.09,쿠바,                  19,"               5,076"
6049,2021.10,쿠바,                  29,"               4,604"
6050,2021.11,쿠바,                  14,                 812
6051,2021.12,쿠바,                  21,"               3,889"
6052,2022.01,쿠바,                  24,"               3,637"
6053,2022.02,쿠바,                  20,                 720
6054,2022.03,쿠바,                  11,                 192
6055,2022.04,쿠바,                  20,                 519
6056,2022.05,쿠바,                  23,                 419
6057,2022.06,쿠바,                  21,"               5,757"
6058,2022.07,쿠바,                  14,                 885
6059,2020.01,쿠웨이트,                 587,"              37,660"
6060,2020.02,쿠웨이트,                 657,"             157,138"
6061,2020.03,쿠웨이트,                 565,"             110,763"
6062,2020.04,쿠웨이트,                 519,"             106,073"
6063,2020.05,쿠웨이트,                 358,"              60,008"
6064,2020.06,쿠웨이트,                 641,"              25,123"
6065,2020.07,쿠웨이트,                 681,"              18,567"
6066,2020.08,쿠웨이트,                 646,"              28,078"
6067,2020.09,쿠웨이트,                 746,"              25,599"
6068,2020.10,쿠웨이트,                 693,"              30,518"
6069,2020.11,쿠웨이트,                 838,"              25,103"
6070,2020.12,쿠웨이트,                 767,"              35,719"
6071,2021.01,쿠웨이트,                 655,"              46,513"
6072,2021.02,쿠웨이트,                 651,"              25,612"
6073,2021.03,쿠웨이트,                 730,"              33,295"
6074,2021.04,쿠웨이트,                 774,"              28,336"
6075,2021.05,쿠웨이트,                 622,"              14,899"
6076,2021.06,쿠웨이트,                 766,"              40,114"
6077,2021.07,쿠웨이트,                 760,"              21,711"
6078,2021.08,쿠웨이트,                 691,"              25,447"
6079,2021.09,쿠웨이트,                 688,"              29,664"
6080,2021.10,쿠웨이트,                 710,"              27,506"
6081,2021.11,쿠웨이트,                 824,"              26,252"
6082,2021.12,쿠웨이트,                 824,"              29,562"
6083,2022.01,쿠웨이트,                 650,"              26,483"
6084,2022.02,쿠웨이트,                 530,"              16,300"
6085,2022.03,쿠웨이트,                 625,"              34,005"
6086,2022.04,쿠웨이트,                 619,"              22,876"
6087,2022.05,쿠웨이트,                 644,"              28,565"
6088,2022.06,쿠웨이트,                 728,"              30,008"
6089,2022.07,쿠웨이트,                 607,"              34,050"
6090,2020.03,쿡 아일랜드,                   3,                  10
6091,2020.05,쿡 아일랜드,                   1,                   0
6092,2020.06,쿡 아일랜드,                   1,                   1
6093,2020.07,쿡 아일랜드,                   0,                   0
6094,2020.08,쿡 아일랜드,                   0,                   0
6095,2020.10,쿡 아일랜드,                   0,                   0
6096,2020.11,쿡 아일랜드,                   1,                   2
6097,2021.02,쿡 아일랜드,                   1,                   0
6098,2021.03,쿡 아일랜드,                   0,                   0
6099,2021.04,쿡 아일랜드,                   1,                   0
6100,2021.05,쿡 아일랜드,                   1,                   1
6101,2021.07,쿡 아일랜드,                   1,                   1
6102,2021.08,쿡 아일랜드,                   0,                   0
6103,2021.09,쿡 아일랜드,                   1,                   0
6104,2021.10,쿡 아일랜드,                   0,                   0
6105,2021.11,쿡 아일랜드,                   1,                   0
6106,2021.12,쿡 아일랜드,                   0,                   0
6107,2022.02,쿡 아일랜드,                   2,                   2
6108,2022.03,쿡 아일랜드,                   0,                   0
6109,2022.04,쿡 아일랜드,                   1,                   0
6110,2022.05,쿡 아일랜드,                   8,                   2
6111,2022.06,쿡 아일랜드,                   4,                   0
6112,2022.07,쿡 아일랜드,                   2,                  50
6113,2020.01,큐라소,                  24,                 282
6114,2020.02,큐라소,                  12,                 417
6115,2020.03,큐라소,                  22,                 246
6116,2020.04,큐라소,                  15,                 343
6117,2020.05,큐라소,                   7,                 412
6118,2020.06,큐라소,                  17,                 171
6119,2020.07,큐라소,                  22,                 431
6120,2020.08,큐라소,                  12,                 212
6121,2020.09,큐라소,                  25,                  70
6122,2020.10,큐라소,                  14,                 180
6123,2020.11,큐라소,                  17,                 509
6124,2020.12,큐라소,                  14,                 386
6125,2021.01,큐라소,                   9,                 165
6126,2021.02,큐라소,                  22,                 223
6127,2021.03,큐라소,                  18,                 220
6128,2021.04,큐라소,                  17,                 340
6129,2021.05,큐라소,                  13,                 196
6130,2021.06,큐라소,                  19,                 570
6131,2021.07,큐라소,                  19,                 268
6132,2021.08,큐라소,                  14,                 167
6133,2021.09,큐라소,                  24,                 271
6134,2021.10,큐라소,                  39,                 818
6135,2021.11,큐라소,                  31,                 383
6136,2021.12,큐라소,                  12,                 696
6137,2022.01,큐라소,                  17,                 132
6138,2022.02,큐라소,                  16,                 288
6139,2022.03,큐라소,                  27,                 613
6140,2022.04,큐라소,                  40,"               2,230"
6141,2022.05,큐라소,                  40,"               1,618"
6142,2022.06,큐라소,                  38,                 904
6143,2022.07,큐라소,                  39,"               1,045"
6144,2020.01,크로아티아,                 212,"              12,287"
6145,2020.02,크로아티아,                 224,"               5,085"
6146,2020.03,크로아티아,                 131,"               8,376"
6147,2020.04,크로아티아,                 138,"               4,950"
6148,2020.05,크로아티아,                 108,"               6,371"
6149,2020.06,크로아티아,                 132,"               3,690"
6150,2020.07,크로아티아,                 171,"               5,811"
6151,2020.08,크로아티아,                 140,"               4,278"
6152,2020.09,크로아티아,                 168,"               7,447"
6153,2020.10,크로아티아,                 201,"               6,053"
6154,2020.11,크로아티아,                 171,"              25,831"
6155,2020.12,크로아티아,                 179,"               6,983"
6156,2021.01,크로아티아,                 145,"              10,373"
6157,2021.02,크로아티아,                 120,"               5,584"
6158,2021.03,크로아티아,                 216,"              10,506"
6159,2021.04,크로아티아,                 177,"               9,567"
6160,2021.05,크로아티아,                 181,"               6,335"
6161,2021.06,크로아티아,                 184,"               8,976"
6162,2021.07,크로아티아,                 161,"               8,122"
6163,2021.08,크로아티아,                 136,"               9,092"
6164,2021.09,크로아티아,                 165,"              17,541"
6165,2021.10,크로아티아,                 177,"              13,545"
6166,2021.11,크로아티아,                 198,"              30,576"
6167,2021.12,크로아티아,                 178,"              11,857"
6168,2022.01,크로아티아,                 183,"               9,313"
6169,2022.02,크로아티아,                 208,"              12,980"
6170,2022.03,크로아티아,                 236,"              16,513"
6171,2022.04,크로아티아,                 227,"              20,539"
6172,2022.05,크로아티아,                 222,"              12,656"
6173,2022.06,크로아티아,                 179,"              10,579"
6174,2022.07,크로아티아,                 164,"               5,590"
6175,2020.01,크리스마스 아일랜드,                   0,                   0
6176,2020.03,크리스마스 아일랜드,                   0,                   0
6177,2020.05,크리스마스 아일랜드,                   0,                   0
6178,2021.06,크리스마스 아일랜드,                   0,                   0
6179,2021.07,크리스마스 아일랜드,                   0,                   0
6180,2021.09,크리스마스 아일랜드,                   0,                   0
6181,2021.10,크리스마스 아일랜드,                   0,                   0
6182,2021.12,크리스마스 아일랜드,                   0,                   0
6183,2022.05,크리스마스 아일랜드,                   1,                   1
6184,2022.06,크리스마스 아일랜드,                   0,                   0
6185,2020.01,키르기스스탄,                 251,"               5,406"
6186,2020.02,키르기스스탄,                 362,"               6,942"
6187,2020.03,키르기스스탄,                 559,"               5,707"
6188,2020.04,키르기스스탄,                 209,"               1,957"
6189,2020.05,키르기스스탄,                 387,"               4,112"
6190,2020.06,키르기스스탄,                 615,"               6,713"
6191,2020.07,키르기스스탄,                 645,"               5,581"
6192,2020.08,키르기스스탄,                 831,"               7,272"
6193,2020.09,키르기스스탄,                 936,"               9,304"
6194,2020.10,키르기스스탄,                 851,"               7,921"
6195,2020.11,키르기스스탄,                 728,"               6,958"
6196,2020.12,키르기스스탄,                 451,"               6,270"
6197,2021.01,키르기스스탄,                 449,"               6,537"
6198,2021.02,키르기스스탄,                 480,"               6,857"
6199,2021.03,키르기스스탄,                 678,"              10,044"
6200,2021.04,키르기스스탄,                 589,"               9,262"
6201,2021.05,키르기스스탄,                 602,"               8,070"
6202,2021.06,키르기스스탄,                 753,"               9,199"
6203,2021.07,키르기스스탄,                 728,"              10,010"
6204,2021.08,키르기스스탄,                 639,"               9,079"
6205,2021.09,키르기스스탄,                 574,"               8,589"
6206,2021.10,키르기스스탄,                 638,"               9,606"
6207,2021.11,키르기스스탄,                 763,"              14,234"
6208,2021.12,키르기스스탄,                 607,"              11,019"
6209,2022.01,키르기스스탄,                 728,"              10,757"
6210,2022.02,키르기스스탄,                 735,"              10,320"
6211,2022.03,키르기스스탄,                 791,"              14,152"
6212,2022.04,키르기스스탄,                 873,"              13,705"
6213,2022.05,키르기스스탄,"               1,013","              14,318"
6214,2022.06,키르기스스탄,"               1,249","              18,250"
6215,2022.07,키르기스스탄,"               1,655","              30,680"
6216,2020.01,키리바티,                  27,                 546
6217,2020.02,키리바티,                  11,                 523
6218,2020.03,키리바티,                  51,"               1,121"
6219,2020.04,키리바티,                  60,"               1,676"
6220,2020.05,키리바티,                  60,                 692
6221,2020.06,키리바티,                  25,                 371
6222,2020.07,키리바티,                  58,                 568
6223,2020.08,키리바티,                  26,                 375
6224,2020.09,키리바티,                  25,                 229
6225,2020.10,키리바티,                  53,                 758
6226,2020.11,키리바티,                  52,"               1,414"
6227,2020.12,키리바티,                  44,                 515
6228,2021.01,키리바티,                   9,                 203
6229,2021.02,키리바티,                  37,"               1,194"
6230,2021.03,키리바티,                  74,"               1,429"
6231,2021.04,키리바티,                  20,                 644
6232,2021.05,키리바티,                  36,                 474
6233,2021.06,키리바티,                  72,"               2,375"
6234,2021.07,키리바티,                  42,                 579
6235,2021.08,키리바티,                  14,                 549
6236,2021.09,키리바티,                  50,                 560
6237,2021.10,키리바티,                  56,"               1,009"
6238,2021.11,키리바티,                  33,                 827
6239,2021.12,키리바티,                  46,                 430
6240,2022.01,키리바티,                  24,                 344
6241,2022.02,키리바티,                  24,                 473
6242,2022.03,키리바티,                  72,"               3,136"
6243,2022.04,키리바티,                  17,                 215
6244,2022.05,키리바티,                   9,                 228
6245,2022.06,키리바티,                  47,                 566
6246,2022.07,키리바티,                  33,                 589
6247,2020.01,타지크,                 905,"               3,198"
6248,2020.02,타지크,                 904,"               3,525"
6249,2020.03,타지크,                 876,"               3,622"
6250,2020.04,타지크,                 434,"               1,797"
6251,2020.05,타지크,                 201,                 917
6252,2020.06,타지크,                 443,"               2,138"
6253,2020.07,타지크,                 890,"               3,125"
6254,2020.08,타지크,"               1,008","               5,128"
6255,2020.09,타지크,"               1,440","               7,186"
6256,2020.10,타지크,"               1,515","               7,861"
6257,2020.11,타지크,"               1,020","               3,725"
6258,2020.12,타지크,"               1,071","               3,852"
6259,2021.01,타지크,                 587,"               2,901"
6260,2021.02,타지크,                 743,"               4,857"
6261,2021.03,타지크,                 928,"               3,587"
6262,2021.04,타지크,                 984,"               3,155"
6263,2021.05,타지크,                 977,"               4,629"
6264,2021.06,타지크,"               1,402","               5,271"
6265,2021.07,타지크,                 765,"               3,836"
6266,2021.08,타지크,                 760,"               3,315"
6267,2021.09,타지크,                 792,"               3,817"
6268,2021.10,타지크,                 613,"               4,383"
6269,2021.11,타지크,                 929,"               5,721"
6270,2021.12,타지크,                 773,"               6,020"
6271,2022.01,타지크,                 536,"               3,840"
6272,2022.02,타지크,                 637,"               3,384"
6273,2022.03,타지크,                 677,"               3,230"
6274,2022.04,타지크,                 479,"               5,087"
6275,2022.05,타지크,                 741,"               4,303"
6276,2022.06,타지크,                 953,"               4,174"
6277,2022.07,타지크,"               1,782","               8,884"
6278,2020.01,탄자니아,                 355,"              13,828"
6279,2020.02,탄자니아,                 337,"              15,308"
6280,2020.03,탄자니아,                 387,"              12,658"
6281,2020.04,탄자니아,                 216,"               9,645"
6282,2020.05,탄자니아,                 244,"              12,367"
6283,2020.06,탄자니아,                 336,"              10,440"
6284,2020.07,탄자니아,                 415,"              11,249"
6285,2020.08,탄자니아,                 312,"              11,473"
6286,2020.09,탄자니아,                 374,"              17,264"
6287,2020.10,탄자니아,                 369,"              16,926"
6288,2020.11,탄자니아,                 328,"              11,037"
6289,2020.12,탄자니아,                 346,"               9,041"
6290,2021.01,탄자니아,                 319,"               8,587"
6291,2021.02,탄자니아,                 312,"               8,957"
6292,2021.03,탄자니아,                 389,"              33,099"
6293,2021.04,탄자니아,                 388,"              12,962"
6294,2021.05,탄자니아,                 355,"              21,749"
6295,2021.06,탄자니아,                 385,"              14,517"
6296,2021.07,탄자니아,                 338,"              17,210"
6297,2021.08,탄자니아,                 356,"              17,574"
6298,2021.09,탄자니아,                 323,"              17,820"
6299,2021.10,탄자니아,                 379,"              16,461"
6300,2021.11,탄자니아,                 385,"              17,207"
6301,2021.12,탄자니아,                 372,"              13,985"
6302,2022.01,탄자니아,                 328,"              14,639"
6303,2022.02,탄자니아,                 300,"              13,368"
6304,2022.03,탄자니아,                 370,"              16,872"
6305,2022.04,탄자니아,                 309,"              13,107"
6306,2022.05,탄자니아,                 305,"              13,591"
6307,2022.06,탄자니아,                 271,"              17,470"
6308,2022.07,탄자니아,                 280,"              11,583"
6309,2020.01,태국,"              14,287","             605,976"
6310,2020.02,태국,"              14,512","             646,412"
6311,2020.03,태국,"              15,190","             596,527"
6312,2020.04,태국,"              13,091","             514,879"
6313,2020.05,태국,"              10,375","             357,444"
6314,2020.06,태국,"              11,945","             457,251"
6315,2020.07,태국,"              14,073","             534,346"
6316,2020.08,태국,"              13,160","             541,161"
6317,2020.09,태국,"              14,480","             602,661"
6318,2020.10,태국,"              13,667","             617,775"
6319,2020.11,태국,"              14,107","             700,983"
6320,2020.12,태국,"              15,219","             677,268"
6321,2021.01,태국,"              14,352","             651,387"
6322,2021.02,태국,"              13,898","             642,186"
6323,2021.03,태국,"              16,690","             851,091"
6324,2021.04,태국,"              15,789","             761,700"
6325,2021.05,태국,"              14,746","             724,331"
6326,2021.06,태국,"              15,234","             680,938"
6327,2021.07,태국,"              15,190","             777,135"
6328,2021.08,태국,"              13,272","             692,951"
6329,2021.09,태국,"              13,737","             643,974"
6330,2021.10,태국,"              14,151","             677,841"
6331,2021.11,태국,"              18,981","             706,258"
6332,2021.12,태국,"              18,063","             714,433"
6333,2022.01,태국,"              16,135","             770,277"
6334,2022.02,태국,"              16,247","             684,515"
6335,2022.03,태국,"              18,960","             786,895"
6336,2022.04,태국,"              18,125","             777,174"
6337,2022.05,태국,"              16,320","             792,738"
6338,2022.06,태국,"              16,044","             730,319"
6339,2022.07,태국,"              13,799","             749,152"
6340,2020.01,토고,                  89,"             112,195"
6341,2020.02,토고,                 112,"             145,037"
6342,2020.03,토고,                 111,"              75,665"
6343,2020.04,토고,                 137,"              83,702"
6344,2020.05,토고,                  77,"              27,223"
6345,2020.06,토고,                 117,"               1,027"
6346,2020.07,토고,                 134,"              35,003"
6347,2020.08,토고,                 142,"              79,585"
6348,2020.09,토고,                 135,"              65,726"
6349,2020.10,토고,                 118,"              63,124"
6350,2020.11,토고,                 124,"              82,990"
6351,2020.12,토고,                 113,"              41,311"
6352,2021.01,토고,                  96,"               1,404"
6353,2021.02,토고,                  92,"              21,103"
6354,2021.03,토고,                 109,"               1,666"
6355,2021.04,토고,                 147,"               2,604"
6356,2021.05,토고,                 113,"              55,608"
6357,2021.06,토고,                  73,"              60,002"
6358,2021.07,토고,                 140,"             106,746"
6359,2021.08,토고,                  98,"             153,785"
6360,2021.09,토고,                  85,"              62,189"
6361,2021.10,토고,                  72,"               2,988"
6362,2021.11,토고,                  73,"               2,528"
6363,2021.12,토고,                  81,"               2,977"
6364,2022.01,토고,                 108,"             174,020"
6365,2022.02,토고,                  79,"               1,707"
6366,2022.03,토고,                  89,"               3,318"
6367,2022.04,토고,                  95,"             214,351"
6368,2022.05,토고,                  96,"             532,115"
6369,2022.06,토고,                  82,"             310,088"
6370,2022.07,토고,                  64,"             232,450"
6371,2020.01,토켈라우,                   0,                   0
6372,2020.02,토켈라우,                   0,                   0
6373,2020.03,토켈라우,                   1,                  22
6374,2020.04,토켈라우,                   0,                   0
6375,2020.05,토켈라우,                   0,                   0
6376,2020.06,토켈라우,                   0,                   0
6377,2020.07,토켈라우,                   0,                   0
6378,2020.08,토켈라우,                   0,                   0
6379,2020.09,토켈라우,                   0,                   0
6380,2020.10,토켈라우,                   3,                   1
6381,2020.12,토켈라우,                   0,                   0
6382,2021.02,토켈라우,                   0,                   0
6383,2021.03,토켈라우,                   1,                 134
6384,2021.04,토켈라우,                   0,                   0
6385,2021.05,토켈라우,                   0,                   0
6386,2021.06,토켈라우,                   1,                   1
6387,2021.07,토켈라우,                   0,                   0
6388,2021.08,토켈라우,                   0,                   0
6389,2021.09,토켈라우,                   1,                   1
6390,2021.10,토켈라우,                   1,                  19
6391,2022.01,토켈라우,                   0,                   0
6392,2022.02,토켈라우,                   0,                   0
6393,2022.03,토켈라우,                   0,                   0
6394,2022.04,토켈라우,                   0,                   0
6395,2022.05,토켈라우,                   1,                   1
6396,2022.06,토켈라우,                   0,                   0
6397,2022.07,토켈라우,                   1,                   9
6398,2020.01,통가,                   1,                   7
6399,2020.02,통가,                   2,                   8
6400,2020.03,통가,                   4,                  72
6401,2020.04,통가,                   0,                   0
6402,2020.05,통가,                   1,                   5
6403,2020.06,통가,                   1,                   1
6404,2020.07,통가,                   1,                   3
6405,2020.08,통가,                   3,                  16
6406,2020.09,통가,                   1,                  17
6407,2020.10,통가,                   0,                   0
6408,2020.11,통가,                   3,                  41
6409,2020.12,통가,                   0,                   0
6410,2021.01,통가,                   2,                  12
6411,2021.02,통가,                   1,                   0
6412,2021.03,통가,                   2,                  29
6413,2021.04,통가,                   3,                  16
6414,2021.05,통가,                   1,                   0
6415,2021.06,통가,                   2,                  40
6416,2021.07,통가,                   0,                   0
6417,2021.08,통가,                   3,                  54
6418,2021.09,통가,                   1,                  17
6419,2021.10,통가,                   2,                  12
6420,2021.11,통가,                   2,                  22
6421,2021.12,통가,                   1,                  45
6422,2022.01,통가,                   1,                  10
6423,2022.02,통가,                   0,                   0
6424,2022.03,통가,                   3,                  50
6425,2022.04,통가,                   0,                   0
6426,2022.05,통가,                   1,                  20
6427,2022.06,통가,                   1,                  11
6428,2022.07,통가,                   2,                  18
6429,2020.01,투르크 & 카이코스 군도,                   1,                   8
6430,2020.02,투르크 & 카이코스 군도,                   3,                 176
6431,2020.03,투르크 & 카이코스 군도,                   2,                 168
6432,2020.04,투르크 & 카이코스 군도,                   2,                  54
6433,2020.05,투르크 & 카이코스 군도,                   2,                  36
6434,2020.06,투르크 & 카이코스 군도,                   1,                  23
6435,2020.07,투르크 & 카이코스 군도,                   4,                  47
6436,2020.08,투르크 & 카이코스 군도,                   2,                   2
6437,2020.09,투르크 & 카이코스 군도,                   4,                  54
6438,2020.10,투르크 & 카이코스 군도,                   4,                  25
6439,2020.11,투르크 & 카이코스 군도,                   2,                   9
6440,2020.12,투르크 & 카이코스 군도,                   0,                   0
6441,2021.01,투르크 & 카이코스 군도,                   2,                  69
6442,2021.02,투르크 & 카이코스 군도,                   0,                   0
6443,2021.03,투르크 & 카이코스 군도,                   0,                   0
6444,2021.04,투르크 & 카이코스 군도,                   2,                   9
6445,2021.06,투르크 & 카이코스 군도,                   2,                  22
6446,2021.07,투르크 & 카이코스 군도,                   3,                  70
6447,2021.08,투르크 & 카이코스 군도,                   0,                   0
6448,2021.09,투르크 & 카이코스 군도,                   1,                  78
6449,2021.10,투르크 & 카이코스 군도,                   4,                  35
6450,2021.11,투르크 & 카이코스 군도,                   1,                  15
6451,2021.12,투르크 & 카이코스 군도,                   3,                   9
6452,2022.01,투르크 & 카이코스 군도,                   2,                  26
6453,2022.02,투르크 & 카이코스 군도,                   1,                  11
6454,2022.04,투르크 & 카이코스 군도,                   2,                   1
6455,2022.05,투르크 & 카이코스 군도,                   5,                 178
6456,2022.06,투르크 & 카이코스 군도,                   2,                   0
6457,2022.07,투르크 & 카이코스 군도,                   2,                  20
6458,2020.01,투르크멘,                  15,                 196
6459,2020.02,투르크멘,                  19,"               1,323"
6460,2020.03,투르크멘,                   6,                 403
6461,2020.04,투르크멘,                   6,                 554
6462,2020.05,투르크멘,                  17,"               1,399"
6463,2020.06,투르크멘,                   9,"              14,500"
6464,2020.07,투르크멘,                  19,"              14,506"
6465,2020.08,투르크멘,                  14,"              14,251"
6466,2020.09,투르크멘,                  17,"              16,917"
6467,2020.10,투르크멘,                   8,                 769
6468,2020.11,투르크멘,                   6,"               2,056"
6469,2020.12,투르크멘,                  18,"               2,126"
6470,2021.01,투르크멘,                  12,"               1,912"
6471,2021.02,투르크멘,                   8,                 491
6472,2021.03,투르크멘,                  14,"               1,165"
6473,2021.04,투르크멘,                  17,                 425
6474,2021.05,투르크멘,                  20,"               1,774"
6475,2021.06,투르크멘,                   9,                 343
6476,2021.07,투르크멘,                  11,                 631
6477,2021.08,투르크멘,                  18,                 203
6478,2021.09,투르크멘,                   4,                  12
6479,2021.10,투르크멘,                   3,                 184
6480,2021.11,투르크멘,                   8,"               1,391"
6481,2021.12,투르크멘,                  12,                 303
6482,2022.01,투르크멘,                   6,                 449
6483,2022.02,투르크멘,                   8,                 255
6484,2022.03,투르크멘,                  39,                 909
6485,2022.04,투르크멘,                   7,"               1,144"
6486,2022.05,투르크멘,                  13,                 321
6487,2022.06,투르크멘,                   5,                 608
6488,2022.07,투르크멘,                   5,                 344
6489,2020.01,투발루,                   1,                   1
6490,2020.02,투발루,                   1,                   0
6491,2020.04,투발루,                   1,                   0
6492,2020.05,투발루,                   1,                  28
6493,2020.06,투발루,                   0,                   0
6494,2020.08,투발루,                   1,                  28
6495,2020.10,투발루,                   3,"               9,170"
6496,2020.11,투발루,                   1,                   2
6497,2020.12,투발루,                   1,                  23
6498,2021.01,투발루,                   1,                  46
6499,2021.03,투발루,                   7,"               8,851"
6500,2021.04,투발루,                   2,                 144
6501,2021.05,투발루,                   4,                 280
6502,2021.06,투발루,                   5,                 112
6503,2021.07,투발루,                   6,                 168
6504,2021.08,투발루,                   4,                 165
6505,2021.09,투발루,                   7,                 710
6506,2021.10,투발루,                   7,                 177
6507,2021.11,투발루,                   4,                  24
6508,2021.12,투발루,                   9,                 826
6509,2022.01,투발루,                   4,                  59
6510,2022.02,투발루,                  12,"               1,166"
6511,2022.03,투발루,                   6,                 817
6512,2022.04,투발루,                   1,                  14
6513,2022.05,투발루,                   4,                  91
6514,2022.06,투발루,                   7,                 206
6515,2022.07,투발루,                   8,                 109
6516,2020.01,튀니지,                 192,"               9,191"
6517,2020.02,튀니지,                 221,"               7,050"
6518,2020.03,튀니지,                 210,"              11,284"
6519,2020.04,튀니지,                 116,"               5,049"
6520,2020.05,튀니지,                 118,"               7,234"
6521,2020.06,튀니지,                 138,"               7,356"
6522,2020.07,튀니지,                 162,"              11,214"
6523,2020.08,튀니지,                 161,"               9,351"
6524,2020.09,튀니지,                 169,"               9,721"
6525,2020.10,튀니지,                 194,"              51,307"
6526,2020.11,튀니지,                 207,"              12,869"
6527,2020.12,튀니지,                 207,"              13,863"
6528,2021.01,튀니지,                 240,"              13,827"
6529,2021.02,튀니지,                 167,"               7,473"
6530,2021.03,튀니지,                 180,"              59,866"
6531,2021.04,튀니지,                 186,"              10,368"
6532,2021.05,튀니지,                 181,"              35,678"
6533,2021.06,튀니지,                 233,"              15,592"
6534,2021.07,튀니지,                 162,"               9,565"
6535,2021.08,튀니지,                 138,"               6,210"
6536,2021.09,튀니지,                 165,"              20,738"
6537,2021.10,튀니지,                 152,"              17,619"
6538,2021.11,튀니지,                 186,"              10,951"
6539,2021.12,튀니지,                 173,"              11,398"
6540,2022.01,튀니지,                 183,"               7,523"
6541,2022.02,튀니지,                 163,"              16,247"
6542,2022.03,튀니지,                 189,"              16,699"
6543,2022.04,튀니지,                 169,"              10,935"
6544,2022.05,튀니지,                 191,"              10,334"
6545,2022.06,튀니지,                 140,"              10,855"
6546,2022.07,튀니지,                 157,"              14,727"
6547,2020.01,튀르키예,"               5,732","             462,734"
6548,2020.02,튀르키예,"               6,557","             583,194"
6549,2020.03,튀르키예,"               6,814","             608,860"
6550,2020.04,튀르키예,"               4,157","             379,669"
6551,2020.05,튀르키예,"               3,590","             316,934"
6552,2020.06,튀르키예,"               4,704","             319,077"
6553,2020.07,튀르키예,"               5,967","             500,518"
6554,2020.08,튀르키예,"               5,027","             422,524"
6555,2020.09,튀르키예,"               6,117","             578,455"
6556,2020.10,튀르키예,"               5,627","             454,847"
6557,2020.11,튀르키예,"               6,028","             446,071"
6558,2020.12,튀르키예,"               6,565","             471,654"
6559,2021.01,튀르키예,"               6,070","             476,254"
6560,2021.02,튀르키예,"               6,678","             494,884"
6561,2021.03,튀르키예,"               9,057","             670,631"
6562,2021.04,튀르키예,"               9,007","             587,960"
6563,2021.05,튀르키예,"               8,765","             622,307"
6564,2021.06,튀르키예,"               7,428","             542,798"
6565,2021.07,튀르키예,"               6,441","             513,924"
6566,2021.08,튀르키예,"               6,329","             633,966"
6567,2021.09,튀르키예,"               6,033","             627,544"
6568,2021.10,튀르키예,"               7,012","             715,654"
6569,2021.11,튀르키예,"               7,292","             563,474"
6570,2021.12,튀르키예,"               6,941","             576,582"
6571,2022.01,튀르키예,"               7,057","             658,813"
6572,2022.02,튀르키예,"               7,588","             688,261"
6573,2022.03,튀르키예,"               8,978","             733,429"
6574,2022.04,튀르키예,"               9,004","             793,281"
6575,2022.05,튀르키예,"               7,788","             705,771"
6576,2022.06,튀르키예,"               6,169","             554,074"
6577,2022.07,튀르키예,"               6,377","             647,294"
